name,platform,year,genre,publisher,NA_sales,EU_sales,JP_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,developer,rating
Titanic Mystery,Wii,2010,Puzzle,O-Games,0.02,0,0,0,0.02,0,0,0,0,Purple Hills,T
TMNT,X360,2007,Action,Ubisoft,0.48,0.03,0,0.05,0.56,58,31,6.3,32,Ubisoft Montreal,E10+
TMNT,Wii,2007,Action,Ubisoft,0.3,0.03,0,0.03,0.36,60,17,5.9,11,Ubisoft Montreal,E10+
TNA iMPACT!,X360,2008,Fighting,Midway Games,0.26,0.15,0,0.04,0.45,0,0,0,0,Unknown,T
TNA iMPACT!,PS3,2008,Fighting,Midway Games,0.22,0.12,0,0.06,0.4,0,0,0,0,Unknown,T
TNA iMPACT!,PS2,2008,Fighting,Midway Games,0.1,0,0,0.12,0.22,0,0,0,0,Unknown,RP
TNA iMPACT!,Wii,2008,Fighting,Midway Games,0.14,0.01,0,0.01,0.16,0,0,0,0,Unknown,RP
To Heart 2 DX Plus,PS3,2011,Adventure,Aqua Plus,0,0,0.05,0,0.05,0,0,0,0,Unknown,M
TOCA Race Driver 2: Ultimate Racing Simulator,PS2,2004,Racing,Codemasters,0.03,0.02,0,0.01,0.06,0,0,0,0,Unknown,M
TOCA Race Driver 3,PS2,2006,Racing,Codemasters,0.04,0.03,0,0.01,0.08,82,26,7.2,15,Codemasters,E10+
TOCA Race Driver 3,PC,2006,Racing,Codemasters,0,0.02,0,0,0.02,84,16,7.8,53,Codemasters,E10+
Togainu no Chi: True Blood,PS2,2008,Adventure,Kadokawa Shoten,0,0,0.03,0,0.03,0,0,0,0,Unknown,M
Tokimeki Memorial Girl's Side 2nd Kiss,PS2,2006,Adventure,Konami Digital Entertainment,0,0,0.05,0,0.05,0,0,0,0,Unknown,M
Tokimeki Memorial: Girl's Side,PS2,2002,Adventure,Konami Digital Entertainment,0,0,0.08,0,0.08,0,0,0,0,Unknown,M
Tokyo Jungle,PS3,2012,Action,Sony Computer Entertainment,0,0,0.26,0,0.26,74,60,8.4,89,Crispy's,T
Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,Aksys Games,0.03,0,0.02,0.01,0.06,64,11,6.4,17,TOYBOX,T
Tokyo Xanadu eX+,PS4,2016,Role-Playing,Nihon Falcom Corporation,0,0,0.03,0,0.03,0,0,0,0,Unknown,M
Tokyo Xtreme Racer 3,PS2,2003,Racing,Genki,0.35,0.27,0.21,0.09,0.91,63,15,8.9,23,Genki,E
Tokyo Xtreme Racer DRIFT,PS2,2003,Racing,Genki,0.09,0.07,0,0.02,0.18,59,13,8.6,15,Genki,E
Tokyo Xtreme Racer Zero,PS2,2000,Racing,Crave Entertainment,0.66,0.52,0.15,0.17,1.5,76,15,8.9,64,Genki,E
Tom and Jerry in War of the Whiskers,PS2,2002,Fighting,Ubisoft,0.13,0.1,0,0.03,0.26,0,0,0,0,Unknown,T
Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),X360,2006,Shooter,Ubisoft,0,0,0.01,0,0.01,0,0,0,0,Unknown,E10+
Tom Clancy's EndWar,X360,2008,Strategy,Ubisoft,0.58,0.24,0.01,0.09,0.91,77,63,7.2,53,Ubisoft Shanghai,T
Tom Clancy's EndWar,PS3,2008,Strategy,Ubisoft,0.33,0.22,0.01,0.1,0.66,76,33,6.6,42,Ubisoft Shanghai,T
Tom Clancy's EndWar,PC,2009,Strategy,Ubisoft,0,0.02,0,0,0.02,68,24,6.7,42,Ubisoft Shanghai,T
Tom Clancy's Ghost Recon,PS2,2002,Shooter,Ubisoft,1.42,0.4,0,0.12,1.94,63,18,8.3,22,Ubisoft,M
Tom Clancy's Ghost Recon,Wii,2010,Shooter,Ubisoft,0.1,0.01,0,0.01,0.12,46,21,6.8,8,Next Level Games,T
Tom Clancy's Ghost Recon 2,PS2,2004,Shooter,Ubisoft,0.64,0.34,0,0.1,1.08,58,21,6,19,Ubisoft Shanghai/Paris,T
Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,Shooter,Ubisoft,1.4,0.02,0.02,0.1,1.54,90,78,8,215,Ubisoft Paris,T
Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.03,84,29,8.1,41,"Red Storm Entertainment, Ubisoft Paris",T
Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007,Shooter,Ubisoft,0.87,0.05,0.02,0.08,1.02,86,58,8.1,89,"Red Storm Entertainment, Ubisoft Paris",T
Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006,Shooter,Ubisoft,0.03,0.02,0,0.01,0.06,44,8,4.6,41,Ubisoft Shanghai,T
Tom Clancy's Ghost Recon: Future Soldier,X360,2012,Shooter,Ubisoft,0.93,0.4,0.02,0.12,1.47,79,75,7.2,334,Ubisoft Paris,M
Tom Clancy's Ghost Recon: Future Soldier,PS3,2012,Shooter,Ubisoft,0.41,0.32,0.09,0.12,0.95,79,18,6.9,156,Ubisoft Paris,M
Tom Clancy's Ghost Recon: Future Soldier,PC,2012,Shooter,Ubisoft,0.05,0.1,0,0.02,0.17,71,13,4.9,368,Ubisoft Paris,M
Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004,Shooter,Ubisoft,0.57,0.44,0,0.15,1.16,70,31,6.3,24,Red Storm Entertainment,T
Tom Clancy's HAWX,X360,2009,Action,Ubisoft,0.31,0.19,0.02,0.06,0.58,73,64,7.3,51,Ubisoft Romania,T
Tom Clancy's HAWX,PS3,2009,Action,Ubisoft,0.21,0.22,0.05,0.09,0.56,74,35,8.1,39,Ubisoft Romania,T
Tom Clancy's HAWX,PC,2009,Action,Ubisoft,0,0.03,0,0.01,0.04,70,23,7.3,125,Ubisoft Romania,T
Tom Clancy's HAWX 2,PS3,2010,Action,Ubisoft,0.21,0.12,0.03,0.05,0.41,70,30,6.8,19,Ubisoft,T
Tom Clancy's HAWX 2,X360,2010,Action,Ubisoft,0.24,0.09,0.01,0.03,0.36,68,57,6.3,29,Ubisoft,T
Tom Clancy's HAWX 2,Wii,2010,Action,Ubisoft,0.06,0.03,0,0.01,0.1,47,11,0,0,Ubisoft,T
Tom Clancy's HAWX 2,PC,2010,Action,Ubisoft,0,0.04,0,0.01,0.05,66,12,3.8,47,Ubisoft,T
Tom Clancy's Rainbow Six 3,PS2,2004,Shooter,Ubisoft,0.4,0.31,0,0.1,0.81,70,34,8.2,17,Ubisoft Shanghai,M
Tom Clancy's Rainbow Six: Lockdown,PS2,2005,Shooter,Ubisoft,0.17,0.13,0,0.04,0.35,70,15,6.9,9,"Red Storm Entertainment, Ubisoft Montreal",M
Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,Ubisoft,0.55,1.19,0.14,0.33,2.21,73,40,7.3,480,Ubisoft Montreal,M
Tom Clancy's Rainbow Six: Siege,XOne,2015,Shooter,Ubisoft,0.77,0.45,0,0.12,1.34,74,24,6.9,252,Ubisoft Montreal,M
Tom Clancy's Rainbow Six: Siege,PC,2015,Shooter,Ubisoft,0.13,0.08,0,0.02,0.23,79,37,6.9,734,Ubisoft Montreal,M
Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,Ubisoft,1.09,0.65,0.02,0.2,1.95,88,69,8.3,225,Ubisoft Montreal,M
Tom Clancy's Rainbow Six: Vegas,PS3,2007,Shooter,Ubisoft,0.47,0.53,0.03,0.22,1.25,86,32,7.6,81,Ubisoft Montreal,M
Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft,1.56,0.6,0.02,0.23,2.42,82,66,7.8,176,Ubisoft Montreal,M
Tom Clancy's Rainbow Six: Vegas 2,PS3,2008,Shooter,Ubisoft,0.66,0.44,0.04,0.21,1.34,81,32,7.9,93,Ubisoft Montreal,M
Tom Clancy's Rainbow Six: Vegas 2,PC,2008,Shooter,Ubisoft,0,0.02,0,0,0.02,78,20,7.3,185,Ubisoft Montreal,M
Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft,1.15,1.11,0,0.4,2.65,89,24,7.7,102,Ubisoft Shanghai,T
Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,2011,Action,Ubisoft,0.02,0,0,0,0.02,67,21,6.8,29,Ubisoft,M
Tom Clancy's Splinter Cell Trilogy,PS3,2011,Action,Ubisoft,0,0.09,0,0.02,0.11,0,0,0,0,Unknown,RP
Tom Clancy's Splinter Cell: Blacklist,X360,2013,Action,Ubisoft,0.57,0.32,0.01,0.08,0.98,82,58,7.5,383,Ubisoft Toronto,M
Tom Clancy's Splinter Cell: Blacklist,PS3,2013,Action,Ubisoft,0.34,0.39,0.06,0.15,0.94,84,27,7.7,314,Ubisoft Toronto,M
Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,Ubisoft,0.04,0.13,0,0.01,0.19,82,13,7.4,754,Ubisoft Toronto,M
Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005,Action,Ubisoft,0.36,0.45,0,0.14,0.95,87,29,8.6,53,Ubisoft Montreal,M
Tom Clancy's Splinter Cell: Conviction,X360,2010,Action,Ubisoft,1.2,0.62,0.04,0.19,2.06,0,0,0,0,Unknown,E
Tom Clancy's Splinter Cell: Conviction,PC,2010,Action,Ubisoft,0,0.08,0,0.02,0.11,83,20,5.2,672,Ubisoft Montreal,M
Tom Clancy's Splinter Cell: Double Agent,X360,2006,Action,Ubisoft,0.67,0.04,0.01,0.06,0.78,85,59,8.1,148,Ubisoft Shanghai,M
Tom Clancy's Splinter Cell: Double Agent,PS3,2007,Action,Ubisoft,0.2,0.03,0,0.03,0.26,78,17,6.5,41,Ubisoft Shanghai,M
Tom Clancy's Splinter Cell: Double Agent,Wii,2006,Action,Ubisoft,0.1,0.01,0,0.01,0.13,61,12,7.4,16,Ubisoft Shanghai,M
Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004,Action,Ubisoft,0.52,0.56,0,0.17,1.25,87,45,8.6,34,Ubisoft Shanghai,T
Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,1.35,1.7,0.15,0.6,3.8,80,64,7,2219,Massive Entertainment,M
Tom Clancy's The Division,XOne,2016,Shooter,Ubisoft,1.29,0.68,0,0.2,2.16,80,33,6.9,614,Massive Entertainment,M
Tom Clancy's The Division,PC,2016,Shooter,Ubisoft,0.22,0.15,0,0.04,0.41,79,33,5.8,1188,Massive Entertainment,M
Tomb Raider,PC,1996,Action,Eidos Interactive,0.96,0.07,0,0,1.03,86,18,8.5,3552,"Crystal Dynamics, Nixxes Software",M
Tomb Raider (2013),PS3,2013,Action,Square Enix,0.6,1.26,0.08,0.48,2.42,0,0,0,0,Unknown,E
Tomb Raider (2013),X360,2013,Action,Square Enix,0.86,0.84,0.01,0.17,1.89,0,0,0,0,Unknown,E
Tomb Raider (2013),PS4,2014,Action,Square Enix,0.47,0.65,0.06,0.22,1.4,0,0,0,0,Unknown,E
Tomb Raider (2013),XOne,2014,Action,Square Enix,0.35,0.21,0,0.05,0.61,0,0,0,0,Unknown,T
Tomb Raider II,PC,1997,Action,Eidos Interactive,0.91,1.25,0,0.13,2.29,0,0,8.3,37,Core Design Ltd.,E
Tomb Raider III: Adventures of Lara Croft,PC,1998,Action,Eidos Interactive,0.59,0.03,0,0,0.62,0,0,8.2,29,Core Design Ltd.,T
Tomb Raider: Anniversary,Wii,2007,Action,Eidos Interactive,0.12,0.62,0,0.11,0.85,73,22,7.3,25,Crystal Dynamics,T
Tomb Raider: Anniversary,PS2,2007,Action,Eidos Interactive,0.41,0.02,0,0.07,0.5,0,0,8.2,29,Crystal Dynamics,T
Tomb Raider: Anniversary,X360,2007,Action,Eidos Interactive,0.12,0.22,0,0.05,0.39,77,33,8.3,39,Crystal Dynamics,T
Tomb Raider: Anniversary,PC,2007,Action,Eidos Interactive,0,0.03,0,0.01,0.03,83,26,8.1,242,Nixxes Software,T
Tomb Raider: Legend,PS2,2006,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52,82,43,7.1,96,Crystal Dynamics,T
Tomb Raider: Legend,X360,2006,Action,Eidos Interactive,0.27,0.07,0.01,0.03,0.37,80,54,7.3,84,Crystal Dynamics,T
Tomb Raider: Legend,PC,2006,Action,Eidos Interactive,0,0.01,0,0,0.02,82,31,7.9,244,Nixxes Software,T
Tomb Raider: The Last Revelation,PC,1998,Action,Eidos Interactive,0.41,0,0,0,0.41,0,0,8.6,50,Core Design Ltd.,T
Tomb Raider: Underworld,PS3,2008,Action,Eidos Interactive,0.45,0.55,0.05,0.22,1.26,75,42,7.2,166,Nixxes Software,T
Tomb Raider: Underworld,X360,2008,Action,Eidos Interactive,0.53,0.42,0.01,0.11,1.07,76,57,6.6,198,Crystal Dynamics,T
Tomb Raider: Underworld,Wii,2008,Action,Eidos Interactive,0.13,0.27,0,0.05,0.45,70,12,7.2,20,Crystal Dynamics,T
Tomb Raider: Underworld,PS2,2009,Action,Eidos Interactive,0.09,0.04,0,0.05,0.18,0,0,5.8,30,Crystal Dynamics,T
Tomb Raider: Underworld,PC,2008,Action,Eidos Interactive,0,0.06,0,0.01,0.08,80,20,7.7,272,Nixxes Software,T
Tomb Raider: Underworld (Others sales),PS2,2009,Adventure,Eidos Interactive,0,0.21,0,0.04,0.26,0,0,0,0,Unknown,T
Tomoyo After: It's a Wonderful Life CS Edition,PS2,2007,Adventure,Prototype,0,0,0.01,0,0.01,0,0,0,0,Unknown,K-A
Tony Hawk: RIDE,Wii,2009,Sports,Activision,0.69,0.17,0,0.08,0.94,47,15,4.5,21,Buzz Monkey,E10+
Tony Hawk: RIDE,X360,2009,Sports,Activision,0.46,0.1,0,0.05,0.61,46,43,3,67,Robomodo,E10+
Tony Hawk: RIDE,PS3,2009,Sports,Activision,0.38,0.14,0,0.07,0.59,44,29,2.1,31,Robomodo,E10+
Tony Hawk: Shred,Wii,2010,Sports,Activision,0.39,0.11,0,0.04,0.54,0,0,7,7,Robomodo,E
Tony Hawk: Shred,PS3,2010,Sports,Activision,0.18,0.06,0,0.04,0.28,56,5,6.7,6,Robomodo,E
Tony Hawk: Shred,X360,2010,Sports,Activision,0.17,0.06,0,0.02,0.26,53,10,6.6,10,Robomodo,E
Tony Hawk's American Wasteland,X360,2005,Sports,Activision,0.28,0.01,0,0.03,0.32,75,43,7.2,21,Neversoft Entertainment,T
Tony Hawk's American Wasteland (Old all region sales),PS2,2005,Sports,Activision,0.8,0.63,0.01,0.19,1.62,0,0,0,0,Unknown,E
Tony Hawk's American Wasteland (Weekly american sales),PS2,2005,Sports,Activision,1.38,0.05,0,0.02,1.45,0,0,0,0,Unknown,E
Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41,97,34,7.5,298,Neversoft Entertainment,T
Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94,27,8.5,128,Neversoft Entertainment,T
Tony Hawk's Pro Skater 5,PS4,2015,Sports,Activision,0.09,0.08,0,0.03,0.21,32,43,1.5,427,Robomodo,T
Tony Hawk's Pro Skater 5,XOne,2015,Sports,Activision,0.09,0.02,0,0.01,0.12,39,18,2.1,132,Robomodo,T
Tony Hawk's Pro Skater 5,X360,2015,Sports,Activision,0.06,0,0,0.01,0.07,0,0,2.8,10,Robomodo,T
Tony Hawk's Pro Skater 5,PS3,2015,Sports,Activision,0.05,0,0,0.01,0.06,0,0,3.1,12,Robomodo,T
Tony Hawk's Project 8,PS2,2006,Sports,Activision,0.72,0.03,0,0.12,0.87,69,17,7.3,19,Shaba Games,T
Tony Hawk's Project 8,PS3,2006,Sports,Activision,0.3,0.22,0.01,0.1,0.63,76,43,7.2,14,Neversoft Entertainment,T
Tony Hawk's Project 8,X360,2006,Sports,Activision,0.44,0.02,0,0.04,0.49,81,65,7.6,38,Neversoft Entertainment,T
Tony Hawk's Proving Ground,PS2,2007,Sports,Activision,0.55,0.02,0,0.09,0.66,65,6,6.6,17,Page 44 Studios,T
Tony Hawk's Proving Ground,X360,2007,Sports,Activision,0.49,0.02,0,0.04,0.56,72,59,5.4,44,Neversoft Entertainment,T
Tony Hawk's Proving Ground,PS3,2007,Sports,Activision,0.36,0.04,0,0.04,0.44,73,36,6.6,17,Neversoft Entertainment,T
Tony Hawk's Proving Ground,Wii,2007,Sports,Activision,0.22,0.01,0,0.02,0.25,57,8,6.2,19,Page 44 Studios,T
Tony Hawk's Underground,PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9,90,38,8.7,121,Neversoft Entertainment,T
Tony Hawk's Underground 2,PS2,2004,Sports,Activision,1.25,0.86,0.01,0.26,2.37,83,59,8.8,55,Neversoft Entertainment,T
Too Human,X360,2008,Role-Playing,Microsoft Game Studios,0.38,0.29,0.03,0.08,0.78,65,80,7,458,Silicon Knights,T
Top Angler: Real Bass Fishing,PS2,2002,Sports,Xicat Interactive,0.05,0.04,0,0.01,0.11,0,0,0,0,Unknown,RP
Top Gun,PS3,2011,Simulation,505 Games,0.06,0,0,0.01,0.07,49,25,4.4,5,Doublesix,T
Top Gun: Combat Zones,PS2,2001,Simulation,Titus,0.45,0.35,0,0.12,0.92,63,17,3.3,9,Titus Software,E
Top Gun: Hard Lock,X360,2012,Action,505 Games,0.03,0.02,0,0,0.06,54,8,3.5,16,505 Games,T
Top Gun: Hard Lock,PS3,2012,Action,505 Games,0,0.02,0,0.01,0.03,0,0,7.8,11,505 Games,T
Top Shot Arcade,Wii,2011,Shooter,Activision,0.12,0,0,0.01,0.13,0,0,0,0,Activision,T
Top Spin,PS2,2005,Sports,Take-Two Interactive,0.05,0.04,0,0.01,0.1,67,28,7.8,12,Pam Development,E
Top Spin 2,X360,2006,Sports,Take-Two Interactive,0.15,0,0,0.01,0.17,75,52,6.8,25,Pam Development,E
Top Spin 3,Wii,2008,Action,Take-Two Interactive,0.15,0.37,0,0.07,0.58,68,18,5.7,29,Pam Development,E
Top Spin 3,PS3,2008,Action,Take-Two Interactive,0.08,0.36,0,0.12,0.57,75,36,7.5,20,Pam Development,E
Top Spin 3,X360,2008,Action,Take-Two Interactive,0.09,0.4,0,0.07,0.56,78,47,7.6,36,Pam Development,E
Top Spin 4,PS3,2011,Sports,Take-Two Interactive,0.17,0.39,0,0.13,0.69,82,37,7.7,55,2K Czech,E
Top Spin 4,X360,2011,Sports,Take-Two Interactive,0.15,0.22,0,0.04,0.41,84,54,8.2,70,2K Czech,E
Top Spin 4,Wii,2011,Sports,Take-Two Interactive,0.04,0.08,0,0.02,0.14,54,8,7.4,7,2K Games,E
Torchlight,PC,2009,Role-Playing,JoWood Productions,0,0.06,0,0.01,0.07,83,57,8,794,Runic Games,T
Torino 2006,PS2,2006,Sports,Take-Two Interactive,0.06,0.05,0,0.02,0.13,0,0,0,0,Unknown,RP
Tornado Outbreak,Wii,2009,Action,Konami Digital Entertainment,0.09,0,0,0.01,0.1,71,7,8.2,5,Loose Cannon Studios,E10+
Tornado Outbreak,PS3,2009,Action,Konami Digital Entertainment,0.08,0,0,0.01,0.09,69,15,7.6,8,Loose Cannon Studios,E10+
Tornado Outbreak,X360,2009,Action,Konami Digital Entertainment,0.07,0,0,0.01,0.08,62,12,8,6,Loose Cannon Studios,E10+
Toro to Morimori,PS3,2009,Misc,Sony Computer Entertainment,0,0,0.01,0,0.01,0,0,0,0,Unknown,E10+
Total Immersion Racing,PS2,2002,Racing,Empire Interactive,0.05,0.04,0,0.01,0.11,59,7,0,0,Razorworks Studios,E
Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005,Shooter,Eidos Interactive,0.04,0.04,0,0.01,0.09,71,36,9,25,Deadline Games,M
Total War Attila: Tyrants & Kings,PC,2016,Strategy,Koch Media,0,0.01,0,0,0.01,0,0,0,0,Unknown,E10+
Total War: Attila,PC,2015,Strategy,Sega,0.09,0.13,0,0.02,0.24,80,66,7.3,520,Creative Assembly,T
Total War: Rome II,PC,2013,Strategy,Sega,0.12,0.53,0,0.07,0.72,76,71,4.2,3742,Creative Assembly,T
Total War: Shogun 2,PC,2011,Strategy,Sega,0.19,0.31,0,0.09,0.6,90,62,8.3,1180,Creative Assembly,T
Total War: Shogun 2 - Fall of the Samurai,PC,2012,Strategy,Sega,0.07,0.1,0,0.02,0.2,0,0,0,0,Unknown,RP
Total War: WARHAMMER,PC,2016,Strategy,Sega,0,0.12,0,0.01,0.13,86,77,7.3,556,Creative Assembly,T
Totally Spies! Totally Party,Wii,2008,Misc,Ubisoft,0.09,0.01,0,0.01,0.11,0,0,0,0,Unknown,RP
Totally Spies! Totally Party,PC,2008,Misc,Ubisoft,0,0.02,0,0,0.03,0,0,0,0,Unknown,M
Totally Spies! Totally Party,PS2,2008,Misc,Ubisoft,0.01,0.01,0,0,0.01,0,0,0,0,Unknown,E10+
Touch Shot! Love Application,PS3,2012,Adventure,Compile Heart,0,0,0.03,0,0.03,0,0,0,0,Unknown,M
Touhou Genso Rondo: Bullet Ballet,PS4,2016,Shooter,Nippon Ichi Software,0.02,0,0,0,0.02,55,19,4.7,34,"Mediascape, CUBETYPE",E10+
Toukiden 2,PS4,2016,Action,Tecmo Koei,0,0,0.08,0,0.08,0,0,0,0,Koei Tecmo Games,M
Toukiden 2,PS3,2016,Action,Tecmo Koei,0,0,0.02,0,0.02,0,0,0,0,Unknown,M
Toukiden Kiwami,PS4,2015,Action,Tecmo Koei,0.05,0.07,0.02,0.02,0.17,74,35,7.6,74,Koei Tecmo Games,T
Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,0,0.03,0,0,0.03,53,9,5.1,22,Cyanide,E
Tour de France 2014,PS3,2014,Sports,Focus Home Interactive,0,0.01,0,0,0.01,0,0,0,0,Cyanide,E
Tourist Trophy: The Real Riding Simulator,PS2,2006,Racing,Sony Computer Entertainment,0.28,0.22,0.11,0.07,0.68,0,0,0,0,Unknown,T
Tournament of Legends,Wii,2010,Fighting,Sega,0.04,0.02,0,0.01,0.06,45,38,6.9,11,High Voltage Software,T
Tournament Pool,Wii,2009,Sports,Destineer,0.1,0,0,0.01,0.11,0,0,0,0,Destineer,E
Toy Soldiers: War Chest,PS4,2015,Action,Ubisoft,0.06,0,0,0.01,0.07,62,19,7.7,61,Krome Studios,M
Toy Soldiers: War Chest,XOne,2015,Action,Ubisoft,0.05,0,0,0.01,0.06,60,14,8.4,50,Krome Studios,M
Toy Story 3: The Video Game,Wii,2010,Action,Disney Interactive Studios,0.63,0.62,0,0.14,1.38,0,0,0,0,Unknown,E
Toy Story 3: The Video Game,PS3,2010,Action,Disney Interactive Studios,0.51,0.4,0,0.16,1.08,0,0,0,0,Unknown,T
Toy Story 3: The Video Game,X360,2010,Action,Disney Interactive Studios,0.41,0.27,0,0.07,0.76,0,0,0,0,Unknown,T
Toy Story Mania!,Wii,2009,Misc,Disney Interactive Studios,1.04,0.66,0,0.18,1.88,49,15,6.6,13,Papaya Studios,E
TrackMania Turbo,PS4,2016,Action,Ubisoft,0.03,0.26,0,0.05,0.35,81,52,7.9,110,Nadeo,E
TrackMania Turbo,XOne,2016,Action,Ubisoft,0.02,0.04,0,0,0.06,76,12,7.7,27,Nadeo,E
TrackMania Turbo,PC,2016,Action,Ubisoft,0,0.01,0,0,0.01,79,13,6.8,42,Nadeo,E
TrackMania: Build to Race,Wii,2010,Racing,Focus Home Interactive,0.09,0.11,0,0.02,0.23,74,17,6.8,5,Firebrand Games,E
Train Simulator 2016,PC,2015,Simulation,Unknown,0,0.04,0,0,0.04,0,0,4,8,Dovetail Games,E
Transformer: Rise of the Dark Spark,PS4,2014,Action,Activision,0.07,0.1,0.01,0.03,0.21,0,0,0,0,Unknown,RP
Transformer: Rise of the Dark Spark,X360,2014,Action,Activision,0.09,0.06,0,0.01,0.16,0,0,0,0,Unknown,RP
Transformer: Rise of the Dark Spark,PS3,2014,Action,Activision,0.04,0.04,0.01,0.02,0.11,0,0,0,0,Unknown,RP
Transformer: Rise of the Dark Spark,XOne,2014,Action,Activision,0.07,0.03,0,0.01,0.11,0,0,0,0,Unknown,RP
Transformers,PS2,2004,Shooter,Atari,0.63,0.49,0,0.16,1.29,75,51,8.6,27,Melbourne House,T
Transformers: Cybertron Adventures,Wii,2010,Action,Activision,0.14,0.1,0,0.02,0.27,41,15,6.5,8,Next Level Games,T
Transformers: Dark of the Moon,PS3,2011,Action,Activision,0.11,0.18,0,0.06,0.34,57,41,5.6,27,High Moon Studios,T
Transformers: Dark of the Moon,X360,2011,Action,Activision,0.13,0.12,0,0.03,0.28,59,53,6.7,30,High Moon Studios,T
Transformers: Dark of the Moon,Wii,2011,Action,Activision,0.09,0.06,0,0.02,0.17,0,0,0,0,Unknown,RP
Transformers: Devastation,PS4,2015,Action,Activision,0.1,0.09,0,0.04,0.23,77,50,7.5,160,PlatinumGames,T
Transformers: Devastation,XOne,2015,Action,Activision,0.09,0.04,0,0.01,0.14,75,25,7.9,55,PlatinumGames,T
Transformers: Devastation,PS3,2015,Action,Activision,0.03,0.04,0,0.01,0.08,0,0,7.1,17,PlatinumGames,T
Transformers: Devastation,X360,2015,Action,Activision,0.06,0.01,0,0.01,0.08,0,0,8.4,25,PlatinumGames,T
Transformers: Devastation,PC,2015,Action,Activision,0,0.03,0,0,0.03,74,9,7.6,56,PlatinumGames,T
Transformers: Fall of Cybertron,X360,2012,Action,Activision,0.28,0.12,0,0.04,0.44,79,52,8.3,160,High Moon Studios,T
Transformers: Fall of Cybertron,PS3,2012,Action,Activision,0.19,0.14,0,0.06,0.39,77,32,8.2,87,High Moon Studios,T
Transformers: Fall of Cybertron,PC,2012,Action,Activision,0.01,0,0,0,0.01,78,13,7.9,121,"High Moon Studios, Mercenary Technologies",T
Transformers: Prime,Wii,2012,Action,Activision,0,0.01,0,0,0.01,0,0,0,0,Unknown,K-A
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PS3,2009,Shooter,Activision,0.28,0.3,0,0.12,0.69,0,0,0,0,Unknown,T
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",X360,2009,Shooter,Activision,0.34,0.23,0,0.06,0.63,0,0,0,0,Unknown,T
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PS2,2009,Shooter,Activision,0.25,0.01,0,0.22,0.49,0,0,0,0,Unknown,T
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Wii,2009,Shooter,Activision,0.24,0.19,0,0.05,0.48,0,0,0,0,Unknown,T
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PC,2009,Shooter,Activision,0.02,0,0,0,0.02,0,0,0,0,Unknown,E10+
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS2,2007,Action,Activision,0.63,0.37,0,0.11,1.11,0,0,0,0,Unknown,T
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",X360,2007,Action,Activision,0.51,0.04,0,0.05,0.6,0,0,0,0,Unknown,T
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Wii,2007,Action,Activision,0.5,0.03,0,0.05,0.57,0,0,0,0,Unknown,T
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS3,2007,Action,Activision,0.32,0.03,0.01,0.04,0.4,0,0,0,0,Unknown,T
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",X360,2010,Shooter,Activision,0.38,0.15,0,0.05,0.58,0,0,0,0,Unknown,T
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PS3,2010,Shooter,Activision,0.24,0.18,0,0.08,0.5,0,0,0,0,Unknown,T
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PC,2010,Shooter,Activision,0.01,0,0,0,0.01,0,0,0,0,Unknown,K-A
